date,compound,neg,neu,normalized,pos,source,text,url
2019-10-14,0.3612,0.056,0.835,1,0.109,Hbr.org,"Corporate governance has become a topic of broad public interest as the power of institutional investors has increased and the impact of corporations on society has grown. Yet ideas about how corporations should be governed vary widely. People disagree, for e… [+51993 chars]",https://hbr.org/2019/10/a-guide-to-the-big-ideas-and-debates-in-corporate-governance
2019-10-15,-0.6486,0.176,0.784,-1,0.039,Reuters,"WASHINGTON (Reuters) - The U.S.-China trade war will cut 2019 global growth to its slowest pace since the 2008-2009 financial crisis, the International Monetary Fund warned on Tuesday, but said output would rebound if their dueling tariffs were removed. 
The… [+5537 chars]",https://www.reuters.com/article/us-imf-economy-outlook-idUSKBN1WU1TO
2019-10-15,0.296,0.0,0.936,1,0.064,Business Insider,"REUTERS/Brendan McDermid
<ul><li>Citigroup reported third-quarter earnings on Tuesday morning before the opening bell.</li><li>Both revenue and earnings per share outperformed Wall Street expectations.</li><li>The firm saw trading results slip just 1% amid h… [+2880 chars]",https://markets.businessinsider.com/news/stocks/citigroup-q3-earnings-stock-price-after-earnings-trading-beat-2019-10-1028599365
2019-10-15,0.296,0.0,0.937,1,0.062,Business Insider,"<ul><li>Citigroup reported third-quarter earnings on Tuesday morning before the opening bell.</li><li>Both revenue and earnings per share outperformed Wall Street expectations.</li><li>The firm saw trading results slip just 1% amid hundreds of layoffs, beatin… [+2802 chars]",https://www.businessinsider.com/citigroup-q3-earnings-stock-price-after-earnings-trading-beat-2019-10
2019-10-15,-0.6249,0.114,0.886,-1,0.0,Yahoo.com,"The International Monetary Fund just announced that it projects the global economy to grow by its slowest pace since the 2008 financial crisis. Yahoo Finance's Alexis Christoforous, Brian Sozzi, and Brian Cheung discuss.",https://finance.yahoo.com/video/imf-economy-expected-grow-slowest-133656529.html
2019-10-15,-0.6486,0.173,0.789,-1,0.038,Yahoo.com,"By David Lawder and Andrea Shalal
WASHINGTON (Reuters) - The U.S.-China trade war will cut 2019 global growth to its slowest pace since the 2008-2009 financial crisis, the International Monetary Fund warned on Tuesday, but said output would rebound if their … [+5398 chars]",https://news.yahoo.com/imf-says-trade-war-cuts-131215838.html
2019-10-15,0.6808,0.044,0.8,1,0.156,Economist.com,"AMERICAS BANKS had high hopes for Donald Trumps presidency. Perhaps no industry had greater expectations of sweeping deregulation. On the campaign trail in 2016 Mr Trump had promised to dismantle the Dodd-Frank Act of 2010, which put in place stricter rules a… [+5741 chars]",https://www.economist.com/finance-and-economics/2019/10/15/the-fed-has-lightened-the-load-on-americas-banks
2019-10-15,-0.9112,0.287,0.663,-1,0.049,The Times of India,"WASHINGTON: The US -China trade war will cut 2019 global growth to its slowest pace since the 2008-2009 financial crisis, the International Monetary Fund warned on Tuesday, adding that the outlook could darken considerably if trade tensions remain unresolved.… [+4475 chars]",https://economictimes.indiatimes.com/news/international/world-news/trade-war-to-cut-global-growth-to-lowest-since-financial-crisis-a-decade-ago-imf/articleshow/71600034.cms
2019-10-15,-0.6597,0.138,0.813,-1,0.049,Marketwatch.com,"Dont bet on zero to negative bond yields to feed the stock-markets gains.
Thats from Bill Gross, co-founder of bond-market behemoth Pimco, who took on a familiar target in his first investment outlook since his retirement from money management at Janus Hende… [+2889 chars]",https://www.marketwatch.com/story/gross-says-investors-should-prepare-for-end-to-double-digit-price-gains-for-markets-2019-10-15
2019-10-16,0.3612,0.086,0.777,1,0.137,Marketwatch.com,"A statue of George Washington overlooks the New York Stock Exchange in New York.
An environment of low interest rates has set off a search for yield and created stretched valuations in risk assets, including the U.S. equity market, according to an Internatio… [+2955 chars]",https://www.marketwatch.com/story/us-stock-market-is-overvalued-imf-says-2019-10-16
2019-10-16,0.3818,0.0,0.934,1,0.066,Huffpost.com,"During Tuesday’s Democratic presidential debate, former Vice President Joe Biden gave himself some credit for Sen. Elizabeth Warren’s signature achievement: proposing a new federal agency called the Consumer Financial Protection Bureau and working to get it p… [+4816 chars]",https://www.huffpost.com/entry/joe-biden-elizabeth-warren-credit-taking_l_5da72b91e4b02253a2fbe909
2019-10-16,-0.7351,0.171,0.829,-1,0.0,Yahoo.com,Indias Finance Minister warned about a repeat of the 2008 financial crisis in the face of a global economic slowdown. Yahoo Finance's Akiko Fujita and chief financial president of Providence Financial Anthony Saccaro discuss.,https://finance.yahoo.com/video/india-finance-minister-warns-repeat-194433796.html
2019-10-16,-0.7269,0.192,0.808,-1,0.0,Hbr.org,"As fires, floods, and droughts increasingly threaten homes, businesses, and other institutions, climate risk has become financial risk. A National Bureau of Economic Research paper recently concluded that mortgages written on homes in exposed locations are be… [+7571 chars]",https://hbr.org/2019/10/climate-change-is-going-to-transform-where-and-how-we-build
2019-10-16,0.0,0.0,1.0,0,0.0,The Globe And Mail,"Tuesday's debate highlighted just how much the momentum in the race has shifted away from former vice-president Joe Biden and toward more liberal rival Massachusetts Senator Elizabeth Warren.
Shannon Stapleton/Reuters
Former vice-president Joe Biden offered… [+6729 chars]",https://www.theglobeandmail.com/world/us-politics/article-momentum-shifts-to-elizabeth-warren-in-democratic-debate/
2019-10-16,0.4019,0.0,0.921,1,0.079,Lifehacker.com,Tuesday nights Democratic debate marked several firsts; it was the single largest number of candidates on stage in any primary debate and the first to devote time to discussion of womens reproductive rights. It was also the first debate in which nearly every … [+4745 chars],https://lifehacker.com/the-best-moments-from-last-nights-democratic-debate-1839077832
2019-10-16,-0.9217,0.311,0.64,-1,0.048,Wired,"The old order fought back. Hoover, fearing disorder, had the protesters in 1932 teargassed and their protest encampments destroyed by the Army. When the government tried to impose the law on this small group of powerful actors, what FDR called the informal ec… [+4145 chars]",https://www.wired.com/story/corporate-americas-second-war-with-the-rule-of-law/
2019-10-17,-0.7579,0.146,0.854,-1,0.0,Yahoo.com,"The global economy is slowing, largely because of the U.S. trade war with China, according to the 189-member International Monetary Fund.
The Washington-based institution is the world's lender of last resort, providing emergency loans when countries face fin… [+2716 chars]",https://news.yahoo.com/us-china-trade-war-weighing-193022067.html
2019-10-17,0.0,0.0,0.0,0,0.0,Yahoo.com,,https://news.yahoo.com/think-young-people-hostile-capitalism-095001616.html
2019-10-17,-0.6908,0.15,0.85,-1,0.0,Marketwatch.com,"Fears of a global slowdown and ongoing trade tensions came to the fore on Thursday after a raft of industrial and manufacturing companies reported quarterly results that were clouded by such concerns. 
S&amp;P 500 companies with higher foreign sales are deli… [+3307 chars]",https://www.marketwatch.com/story/slowdown-fears-trade-wars-hit-quarterly-sales-at-major-industrial-companies-2019-10-17
2019-10-17,-0.802,0.146,0.854,-1,0.0,Reuters,"LONDON (Reuters) - British lenders expect business loans will dry up in the next few months at the fastest rate since the financial crisis, according to a Bank of England survey on Thursday that augured badly for investment as Brexit nears. 
The BoE’s gauge … [+369 chars]",https://www.reuters.com/article/us-britain-boe-lenders-idUSKBN1WW11G
2019-10-17,-0.802,0.174,0.826,-1,0.0,Economist.com,"DANSKE BANKS headquarters in Copenhagen, reminiscent of a Greek temple, speaks of an illustrious past. But Denmarks biggest bank has no vanity left, says a spokesman. Since 2008 it has been embroiled in a disaster every five years. After one during the financ… [+5940 chars]",https://www.economist.com/finance-and-economics/2019/10/17/a-massive-money-laundering-scandal-stains-the-image-of-nordic-banks
2019-10-17,-0.802,0.174,0.826,-1,0.0,Economist.com,"DANSKE BANKS headquarters in Copenhagen, reminiscent of a Greek temple, speaks of an illustrious past. But Denmarks biggest bank has no vanity left, says a spokesman. Since 2008 it has been embroiled in a disaster every five years. After one during the financ… [+5940 chars]",https://www.economist.com/finance-and-economics/2019/10/19/a-massive-money-laundering-scandal-stains-the-image-of-nordic-banks
2019-10-17,0.1027,0.049,0.892,1,0.059,Reuters,LONDON/WASHINGTON (Reuters) - Facebook’s plans to launch its Libra cryptocurrency faced a new hurdle on Thursday when the Group of Seven wealthy nations said such “stablecoins” should not be allowed to launch until the profound international risks they pose a… [+3538 chars],https://www.reuters.com/article/us-imf-worldbank-facebook-idUSKBN1WW33B
2019-10-18,-0.5849,0.142,0.808,-1,0.05,Marketwatch.com,"Risks of a U.S. corporate bond selloff often run high into the final months of the year when liquidity can get pinched and credit spreads widen.
But this year could be particularly painful for investors who took up corporate bonds at todays relatively low sp… [+3224 chars]",https://www.marketwatch.com/story/corporate-bonds-may-be-paying-too-little-spread-to-offset-fourth-quarter-selloff-risks-2019-10-18
2019-10-18,-0.4404,0.066,0.934,-1,0.0,Fastcompany.com,"As profit-chasing banks abandon low-income and rural neighborhoods, nearly 8% of U.S. households are unbanked, and one in five people live in areas that are insufficiently served by banks, aka “underbanked,” which forces them to rely on alternative and often … [+4095 chars]",https://www.fastcompany.com/90416889/the-answer-to-helping-the-unbanked-exists-on-every-main-street-the-post-office?partner=rss&utm_source=rss&utm_medium=feed&utm_campaign=rss+fastcompany&utm_content=rss
2019-10-18,-0.7269,0.176,0.771,-1,0.053,Reuters,"BEIJING (Reuters) - China’s economic growth slowed more than expected to 6.0% year-on-year in the third quarter, the weakest pace in at least 27-1/2 years, as demand at home and abroad faltered amid a bruising Sino-U.S. trade war. 
Friday’s data marked a fur… [+4325 chars]",https://www.reuters.com/article/us-china-economy-gdp-instantview-idUSKBN1WX07J
2019-10-18,-0.2023,0.163,0.69,-1,0.148,Huffpost.com,"WASHINGTON (AP) The Supreme Court is stepping into a yearslong, politically charged fight over the federal consumer finance watchdog agency that was created in the wake of the 2008 financial crisis.
The justices agreed Friday to review an appeals court decis… [+449 chars]",https://www.huffpost.com/entry/supreme-court-cfpb_n_5daa0d02e4b0f34e3a7552db
2019-10-18,-0.5106,0.115,0.885,-1,0.0,Forbes.com,"<ul><li>Share to facebook</li><li>Share to twitter</li><li>Share to linkedin</li></ul>
Does an inverted yield curve foretell a recession?
Bigstock
There were many alarming headlines last month involving the inverted yield curve. This was the first time the… [+9738 chars]",https://www.forbes.com/sites/forbesbooksauthors/2019/10/18/does-an-inverted-yield-curve-predict-recession/
2019-10-19,-0.5429,0.077,0.896,-1,0.026,Boingboing.net,"On Jan 1, 2020, AB1482 comes into effect, capping rents at their rates as of March 15, 2019 plus an above-inflation; in response, the state's greediest landlords are evicting their tenants, either by raising their rents to levels they can't afford to pay betw… [+5682 chars]",https://boingboing.net/2019/10/19/oct-26-city-hall-6pm.html
2019-10-19,-0.8957,0.255,0.693,-1,0.052,Reuters,"WASHINGTON (Reuters) - The collateral damage of the United States’ trade wars is being felt from the fjords of Iceland to the auto factories of Japan. 
Central bank governors and finance ministers traded grim tales of suffering economies at the International… [+6681 chars]",https://www.reuters.com/article/us-imf-worldbank-trade-idUSKBN1WY0PZ
2019-10-21,0.3612,0.0,0.947,1,0.053,Gizmodo.com,"Something has happened to our sense of the future. In old movies or TV shows, the future was often depicted as a wholly alien world, a barely recognizable landscape of flying cars, and out of control clones. On a show like Black Mirror, by contrast, the futur… [+17899 chars]",https://gizmodo.com/what-will-the-internet-look-like-in-2030-1837984973
2019-10-21,0.6705,0.0,0.871,1,0.129,Business Insider,"Associated Press
<ul><li>Share buybacks — one of the stock market's strongest growth drivers — fizzled out in the second quarter of 2019 and is projected to decline further though the year and into 2020, Goldman Sachs analysts wrote.</li><li>Repurchases fell… [+3255 chars]",https://markets.businessinsider.com/news/stocks/stock-market-outlook-forecasts-what-buyback-slowdown-means-goldman-sachs-2019-10-1028616026
2019-10-21,-0.8122,0.173,0.827,-1,0.0,Business Insider,"For more than a third of banks, it's a ""do or die moment,"" according to a new report from consulting firm McKinsey &amp; Company.
This group of banks, which McKinsey calls ""challenged,"" is most vulnerable to the disruptive forces of technology, and the press… [+4704 chars]",https://www.businessinsider.com/disruption-fintech-trends-big-banks-watch-ahead-of-recession-2019-10
2019-10-21,0.5994,0.0,0.904,1,0.096,Digitaltrends.com,"Like the robots played by its most famous owner, General Motors’ Hummer brand could be on the verge of an unlikely return from the scrap heap.
GM plans to launch 20 all-electric models by 2023, and an electric Hummer could be among them, reports Reuters, whi… [+2341 chars]",https://www.digitaltrends.com/cars/general-motors-mulling-hummer-ev-report/
2019-10-21,-0.5434,0.221,0.602,-1,0.177,Reuters,"WASHINGTON (Reuters) - The world’s most powerful policymakers are struggling to alleviate the pain of a slowing global economy with few levers left to pull and growing concern that one of them, negative interest rates, already is creating problems of its own.… [+5347 chars]",https://www.reuters.com/article/us-imf-worldbank-economy-analysis-idUSKBN1WY0R8
2019-10-22,-0.5859,0.168,0.779,-1,0.053,Yahoo.com,"Yahoo Finance's Andy Serwer speaks with Barclays CEO Jes Staley on the biggest challenge he ever faced, the 2008 financial crisis.",https://finance.yahoo.com/video/barclays-ceo-jes-staley-biggest-202640102.html
2019-10-22,0.0,0.0,1.0,0,0.0,Marketwatch.com,"Senator Elizabeth Warren, a Democrat from Massachusetts and 2020 presidential candidate, has been a thorn in the side of the biggest banks
Senator Elizabeth Warren said big banks may see the volatility in U.S. short-term money markets recently as an opportun… [+1841 chars]",https://www.marketwatch.com/story/warren-says-big-banks-may-use-repo-market-volatility-to-get-rid-of-liquidity-rules-they-despise-2019-10-22
2019-10-22,0.891,0.0,0.735,1,0.265,Marketwatch.com,"Shares of Fannie Mae 
FNMA, -5.91%
 and Freddie Mac 
FMCC, -5.20%
 have tripled in value this year as shareholders eagerly welcomed the Trump administrations interest in ending the two mortgage firms conservatorship.
But a side comment made by a regulato… [+3317 chars]",https://www.marketwatch.com/story/regulator-says-government-will-wipe-out-fannie-mae-and-freddie-mac-shareholders-if-needed-2019-10-22
2019-10-22,-0.4039,0.121,0.831,-1,0.048,Business Insider,"Pablo Martinez Monsivais/AP
<ul><li>Sen. Elizabeth Warren sent a letter to US Treasury Secretary Steven Mnuchin on Friday warning him to not ease bank regulations following September's liquidity scare.</li><li>The Democratic primary front-runner asked Mnuchi… [+3284 chars]",https://www.businessinsider.com/warren-grilled-mnuchin-over-fed-repo-operations-bank-regulation-2019-10
2019-10-22,-0.8625,0.21,0.753,-1,0.038,Marketwatch.com,"Mark Cabana was warning of the emerging strains in short-term U.S. money markets as early as last year, well before daily funding markets seized up last month and forced the Federal Reserve to dust off tools it hadnt used since the 2008 financial crisis.
In … [+5147 chars]",https://www.marketwatch.com/story/the-man-who-warned-the-fed-was-losing-control-of-a-2-trillion-market-says-central-bank-needs-to-ensure-it-will-never-happen-again-2019-10-22
2019-10-24,0.0,0.0,1.0,0,0.0,Time,"By the end of Thursday, Oct. 24, 1929, the New York Stock Exchange had rebounded from the 10% dip that the market had taken earlier that day. But then stocks plummeted again the following Monday, Oct. 28, and Tuesday, Oct. 29, saw similar drops. The stock mar… [+8228 chars]",https://time.com/5707876/1929-wall-street-crash/
2019-10-24,-0.4019,0.059,0.941,-1,0.0,The New York Times,"Flooding could be another problem. The Meadowlands, where wetlands have been filled in over the years to give rise to development, were battered with storm surge during Hurricane Sandy.
Discussions for a giant development on the site date to the mid 1990s. T… [+969 chars]",https://www.nytimes.com/2019/10/24/business/american-dream-meadowlands-mall.html
2019-10-24,0.25,0.0,0.959,1,0.041,Business Insider,"One of the largest malls in the US is opening this week — and it's been more than 20 years in the making.
Years of planning, evolving, and construction are culminating in the opening of the American Dream complex in New Jersey on Friday. The opening process … [+1359 chars]",https://www.businessinsider.com/when-does-american-dream-mall-open-timeline-2019-10
2019-10-25,0.0,0.0,1.0,0,0.0,Marketwatch.com,"The Federal Reserve has gone into full intervention mode. 
Actually, accelerated intervention mode. Not just a mid-cycle adjustment, as Fed Chairman Jerome Powell said in July, but interventions to the tune of tens of billions of dollars every day. 
Whats t… [+7403 chars]",https://www.marketwatch.com/story/the-federal-reserve-is-in-stealth-intervention-mode-2019-10-25
2019-10-25,-0.7506,0.144,0.856,-1,0.0,Time,"As Argentina heads into its presidential election Sunday amid economic crisis, voters are mulling a dramatic change of course for their country.
Four years ago, Argentina shocked the international community by turning its back on Peronism, the divisive polit… [+8156 chars]",https://time.com/5709583/argentina-elections-2019/
2019-10-25,-0.5574,0.103,0.862,-1,0.034,ABC News,"The federal deficit for the 2019 budget year surged to $984.4 billion, its highest point in seven years, and is widely expected to top the $1 trillion mark in coming years.
The 26% surge from the 2018 deficit of $779 billion that the government reported Frid… [+2399 chars]",https://abcnews.go.com/Politics/wireStory/us-budget-deficit-hits-984-billion-highest-years-66534171
2019-10-26,-0.3612,0.086,0.914,-1,0.0,BBC News,"Image copyrightEPAImage caption
 Young activists protested outside police HQ in Barcelona on Saturday
Separatists in Catalonia, north-eastern Spain, are gathering for a march in Barcelona in protest at the jailing of their leaders nearly two weeks ago. 
Pr… [+3695 chars]",https://www.bbc.co.uk/news/world-europe-50194846
2019-10-26,-0.3612,0.086,0.914,-1,0.0,Bbc.com,"Image copyrightEPAImage caption
 Young activists protested outside police HQ in Barcelona on Saturday
Separatists in Catalonia, north-eastern Spain, are gathering for a march in Barcelona in protest at the jailing of their leaders nearly two weeks ago. 
Pr… [+3695 chars]",https://www.bbc.com/news/world-europe-50194846
2019-10-26,-0.7506,0.242,0.699,-1,0.059,Asiatimes.com,"The Federal Bureau of Investigation is expanding efforts to counter foreign election meddling by targeting China, a state engaged in aggressive operations aimed at blocking President Donald Trump’s 2020 re-election.
“Make no mistake, China is aggressively pu… [+6513 chars]",https://www.asiatimes.com/2019/10/article/chinas-financial-threat-to-the-2020-us-election/
2019-10-26,-0.6478,0.136,0.787,-1,0.077,Outlookzen.com,"In the wake of the 2008 crisis came the realization that our financial system is teetering on the brink, at the mercy of banks that are too big to fail.
A lesson thats hardly surprising to Software engineers who have known for decades that “God Objects”, ent… [+3632 chars]",https://outlookzen.com/2016/11/17/too-big-to-fail-a-call-for-states-rights/
2019-10-27,-0.4588,0.089,0.911,-1,0.0,Nakedcapitalism.com,"Lambert here: “Debts that can’t be paid, won’t be paid” (Michael Hudson). And vice versa?
By Eli J. Campbell, a writer, artist, and activist who has been advocating for a student debt strike since 2016. Originally published at Open Democracy.
Student loan d… [+8029 chars]",https://www.nakedcapitalism.com/2019/10/wall-street-has-been-gambling-with-student-loan-debt-for-decades.html
2019-10-28,-0.5106,0.132,0.786,-1,0.083,Business Insider,"docoverachiever via Compfight cc
<ul><li>The number of home equity lines of credit, or Helocs, has been cut in half since the financial crisis, according to Bloomberg. </li><li>It's taken away a big chunk of revenue for banks. </li><li>Americans have grown w… [+2842 chars]",https://markets.businessinsider.com/news/stocks/heloc-rates-dropped-since-2008-as-homeowners-prefer-other-loans-2019-10-1028636591
2019-10-28,-0.3182,0.127,0.774,-1,0.099,Forbes.com,"Bitcoin, created in the midst of the 2008 global financial crisis, is a response to the perceived instability of fractional-reserve banking.Banks accept deposits while making loans and hold only a fraction of those deposit liabilities: a system which led to t… [+7142 chars]",https://www.forbes.com/sites/billybambrough/2019/10/27/a-former-bank-of-england-governor-warned-the-2008-crash-that-inspired-bitcoin-could-happen-again/
2019-10-29,0.4588,0.0,0.905,1,0.095,Yahoo.com,"(Bloomberg) -- The Reserve Bank of Australias call for government to tap record-low borrowing costs in order to finance increased infrastructure spending is worth pursuing if projects outside major cities are targeted, Deloitte Access Economics says.
RBA chi… [+3736 chars]",https://news.yahoo.com/rba-call-infrastructure-spending-merit-130000435.html
2019-10-29,-0.8225,0.243,0.661,-1,0.095,Huffpost.com,"BEIRUT (Reuters) - Lebanese Prime Minister Saad al-Hariri said he would submit his resignation on Tuesday, declaring he had hit a dead end in trying to resolve a crisis unleashed by huge protests against Lebanons ruling elite.
The Sunni politician addressed … [+4688 chars]",https://www.huffpost.com/entry/lebanese-prime-minister-resigns-amid-protests_n_5db852e8e4b02aee7d36def6
2019-10-29,0.2732,0.041,0.874,1,0.085,Reuters,"WASHINGTON (Reuters) - An interim trade agreement between the United States and China might not be completed in time for signing in Chile next month as expected but that does not mean the accord is falling apart, a U.S. administration official said on Tuesday… [+3475 chars]",https://www.reuters.com/article/us-usa-trade-china-exclusive-idUSKBN1X81ML
2019-10-29,0.1531,0.067,0.83,1,0.103,Business Insider,"A Democratic presidential candidate pledged to seize power back from the ""economic royalists,"" arguing that financial and business interests had amassed too much influence within the government to the clear detriment of the middle class.
""What they really co… [+7795 chars]",https://www.businessinsider.com/2020-dem-candidates-blasting-superrich-unseen-since-great-depression-2019-10
2019-10-30,0.4588,0.155,0.625,1,0.22,CNN,"(CNN)Prepare to be inspired: CNN has revealed the Top 10 CNN Heroes of 2019 -- 10 men and women who are making the world a better place by helping families affected by tragedy, cleaning up the environment, protecting neglected animals, and so much more. 
Mos… [+14253 chars]",https://www.cnn.com/2019/10/30/world/cnn-heroes-top-ten-2019/index.html
2019-10-31,0.3378,0.0,0.947,1,0.053,The Globe And Mail,"The proposed merger of Fiat Chrysler Automobiles and Frances PSA Group is admission that the future of car making is going to be highly expensive, arduous and possibly nothing more than a fight against long-term decline. Bulking up will buy time, not guarante… [+5678 chars]",https://www.theglobeandmail.com/business/commentary/article-a-monster-french-italian-american-car-deal-that-might-only-slow/
2019-10-31,-0.6997,0.135,0.865,-1,0.0,Boingboing.net,"In 1977, Nicholas Ridley, a Tory MP in Margaret Thatcher's government, wrote The Ridley Plan, a kind of shock doctrine manual that the Thatcher government followed in its program of mass-privatisations, attacks on trade unions, and the ""stealth"" privatisation… [+6691 chars]",https://boingboing.net/2019/10/31/how-the-british-left-should-se.html
2019-10-31,-0.9136,0.261,0.739,-1,0.0,Reuters,"HONG KONG (Reuters) - Hong Kong slid into recession for the first time since the global financial crisis in the third quarter, advance estimates showed on Thursday, weighed down by increasingly violent anti-government protests and the protracted U.S.-China tr… [+612 chars]",https://www.reuters.com/article/us-hongkong-economy-gdp-idUSKBN1XA112
2019-11-01,0.6801,0.088,0.727,1,0.185,Vice News,"In 2007, almost no one would admit what became obvious in hindsight: The housing market was on the brink of collapse and would take a good chunk of the U.S. economy along with it. Lenders were getting rich, giving home loans to people who couldnt afford them,… [+12146 chars]",https://www.vice.com/en_us/article/wjwyy9/a-big-short-investors-new-bet-climate-change-will-bust-the-housing-market
2019-11-01,-0.128,0.09,0.832,-1,0.079,Marketwatch.com,"Risk to the housing market from underestimated climate change echoes lessons from the subprime-mortgage debacle as does the chance to capitalize on these miscalculations.
Thats the view of David Burt, whose old firm and its timely escape from the financial c… [+3341 chars]",https://www.marketwatch.com/story/climate-change-will-break-the-housing-market-says-david-burt-who-predicted-the-2008-financial-crisis-2019-11-01
2019-11-01,-0.6136,0.114,0.886,-1,0.0,Business Insider,"From the outside, the Morgan Library and Museum doesn't look like a space that would house three Gutenberg Bibles, letters from George Washington and Abraham Lincoln, and a manuscript from Mozart.
The museum complex, which spans half a city block in midtown … [+1204 chars]",https://www.businessinsider.com/morgan-museum-and-library-tour-photos-art-collection-2019-10
2019-11-01,0.3182,0.059,0.859,1,0.082,Marketwatch.com,"We knew [global warming] was a serious issue and we knew it was one thats going to be with us now, forevermore, and its not something that was just suddenly going to disappear off of our concern list because it is going to be with us for certainly well beyond… [+3843 chars]",https://www.marketwatch.com/story/tillerson-at-exxon-trial-global-warming-a-real-issue-with-us-now-forevermore-2019-11-01
2019-11-01,-0.0516,0.025,0.975,-1,0.0,BBC News,"Image caption
 Chinese farmers are trying to bring workers across the border into Russia
The farm in Maksimovka is surrounded by high metal fences. The Chinese migrants who work there only leave the site to go shopping. At the centre of this village in Russ… [+6246 chars]",https://www.bbc.co.uk/news/world-europe-50185006
2019-11-02,-0.6369,0.157,0.785,-1,0.057,Salon.com,"The U.S. Federal Reserve is stuck between an apparently booming economy and a financial crisis that might be right around the corner.
That’s why its decision to cut interest rates by another quarter point on Oct. 30 — its third reduction in as many months — … [+3806 chars]",https://www.salon.com/2019/11/02/why-the-fed-has-no-choice-but-to-keep-cutting-interest-rates-if-it-wants-to-avoid-a-financial-crisis_partner/
2019-11-02,-0.9442,0.277,0.723,-1,0.0,Yahoo.com,"By Clare Jim and Donny Kwok
HONG KONG (Reuters) - Police fired tear gas to disperse clutches of black-clad protesters across Hong Kong after they set fire to metro stations and vandalized shops in some of the worst violence to hit the city in recent weeks.
… [+4620 chars]",https://news.yahoo.com/hong-kong-braces-emergency-protest-053411820.html
